acce, 0.07, -0.10, 1.06
acce, 0.08, -0.10, 1.05
acce, 0.04, -0.10, 1.03
acce, 0.06, -0.09, 1.00
acce, 0.08, -0.10, 1.02
acce, 0.11, -0.11, 1.03
acce, 0.11, -0.12, 1.07
acce, 0.10, -0.12, 1.08
acce, 0.10, -0.12, 1.08
acce, 0.10, -0.12, 1.06
acce, 0.11, -0.10, 1.03
acce, 0.10, -0.11, 1.01
acce, 0.09, -0.11, 1.00
acce, 0.09, -0.11, 1.01
acce, 0.10, -0.11, 1.05
acce, 0.12, -0.12, 1.07
acce, 0.14, -0.13, 1.08
acce, 0.11, -0.13, 1.08
acce, 0.10, -0.13, 1.07
acce, 0.02, -0.14, 1.03
acce, 0.06, -0.13, 1.02
acce, 0.06, -0.13, 1.02
acce, 0.06, -0.12, 1.02
acce, 0.06, -0.12, 1.02
acce, 0.08, -0.11, 1.02
acce, 0.09, -0.10, 1.03
acce, 0.12, -0.10, 1.04
acce, 0.14, -0.11, 1.02
acce, 0.14, -0.12, 1.04
acce, 0.14, -0.14, 1.06
acce, 0.10, -0.14, 1.05
acce, 0.05, -0.12, 0.99
acce, 0.01, -0.11, 0.96
acce, 0.01, -0.09, 0.92
acce, 0.01, -0.10, 0.94
acce, 0.05, -0.10, 1.03
acce, 0.11, -0.11, 1.09
acce, 0.18, -0.13, 1.14
acce, 0.19, -0.14, 1.15
acce, 0.16, -0.14, 1.14
acce, 0.12, -0.15, 1.11
acce, 0.14, -0.13, 1.04
acce, 0.10, -0.13, 1.03
acce, 0.09, -0.14, 1.01
acce, 0.09, -0.14, 1.03
acce, 0.12, -0.13, 1.06
acce, 0.18, -0.14, 1.10
acce, 0.18, -0.14, 1.12
acce, 0.18, -0.14, 1.12
acce, 0.22, -0.15, 1.11
acce, 0.26, -0.15, 1.12
acce, 0.28, -0.15, 1.10
acce, 0.25, -0.15, 1.08
acce, 0.20, -0.14, 1.09
acce, 0.22, -0.13, 1.05
acce, 0.23, -0.15, 1.02
acce, 0.26, -0.12, 1.02
acce, 0.29, -0.10, 1.02
acce, 0.28, -0.10, 1.05
acce, 0.28, -0.12, 1.10
acce, 0.29, -0.15, 1.15
acce, 0.25, -0.19, 1.09
acce, 0.21, -0.18, 1.04
acce, 0.15, -0.20, 0.99
acce, 0.13, -0.19, 0.96
acce, 0.12, -0.19, 0.97
acce, 0.14, -0.20, 0.95
acce, 0.15, -0.17, 0.98
acce, 0.16, -0.21, 1.00
acce, 0.14, -0.21, 1.03
acce, 0.12, -0.21, 1.07
acce, 0.12, -0.23, 1.08
acce, 0.08, -0.27, 1.04
acce, -0.01, -0.26, 1.03
acce, -0.05, -0.27, 1.04
acce, -0.05, -0.24, 1.06
acce, -0.05, -0.26, 1.06
acce, -0.06, -0.25, 1.09
acce, -0.05, -0.23, 1.08
acce, -0.03, -0.23, 1.06
acce, 0.04, -0.22, 1.04
acce, 0.04, -0.21, 0.99
acce, 0.06, -0.21, 0.94
acce, 0.07, -0.21, 0.93
acce, 0.10, -0.21, 0.94
acce, 0.05, -0.21, 0.98
acce, -0.01, -0.22, 1.00
acce, -0.04, -0.23, 1.01
acce, -0.02, -0.24, 1.06
acce, 0.01, -0.24, 1.06
acce, 0.01, -0.24, 1.01
acce, -0.02, -0.26, 0.99
acce, -0.05, -0.26, 1.01
acce, -0.05, -0.26, 1.03
acce, -0.06, -0.25, 1.05
acce, -0.16, -0.25, 1.00
acce, -0.21, -0.25, 0.97
acce, -0.16, -0.25, 1.01
acce, -0.08, -0.25, 1.04
acce, -0.05, -0.25, 1.06
acce, -0.05, -0.27, 1.06
acce, -0.10, -0.26, 1.05
acce, -0.16, -0.27, 1.05
acce, -0.20, -0.27, 1.01
acce, -0.22, -0.27, 0.99
acce, -0.19, -0.27, 0.99
acce, -0.19, -0.28, 1.04
acce, -0.16, -0.31, 1.10
acce, -0.12, -0.35, 1.09
acce, -0.09, -0.34, 1.07
acce, -0.07, -0.30, 1.04
acce, -0.04, -0.24, 0.99
acce, 0.02, -0.20, 0.92
acce, 0.05, -0.20, 0.88
acce, 0.04, -0.22, 0.88
acce, -0.01, -0.29, 1.01
acce, -0.07, -0.30, 1.08
acce, -0.07, -0.31, 1.12
acce, -0.13, -0.33, 1.13
acce, -0.19, -0.35, 1.11
acce, -0.22, -0.38, 1.07
acce, -0.22, -0.37, 1.00
acce, -0.25, -0.37, 0.98
acce, -0.22, -0.38, 0.97
acce, -0.23, -0.37, 0.97
acce, -0.26, -0.33, 0.92
acce, -0.26, -0.32, 0.88
acce, -0.21, -0.31, 0.90
acce, -0.10, -0.32, 0.92
acce, -0.04, -0.32, 0.94
acce, -0.08, -0.35, 0.93
acce, -0.14, -0.36, 0.93
acce, -0.20, -0.37, 0.91
acce, -0.27, -0.37, 0.92
acce, -0.33, -0.36, 0.92
acce, -0.23, -0.35, 0.90
acce, -0.17, -0.37, 0.90
acce, -0.17, -0.38, 0.93
acce, -0.16, -0.41, 0.95
acce, -0.14, -0.39, 0.99
acce, -0.16, -0.35, 1.01
acce, -0.16, -0.34, 0.97
acce, -0.13, -0.34, 0.94
acce, -0.05, -0.36, 0.89
acce, -0.07, -0.36, 0.86
acce, -0.15, -0.40, 0.80
acce, -0.17, -0.40, 0.81
acce, -0.17, -0.42, 0.80
acce, -0.17, -0.43, 0.80
acce, -0.21, -0.44, 0.87
acce, -0.22, -0.44, 0.93
acce, -0.27, -0.47, 0.98
acce, -0.29, -0.47, 0.93
acce, -0.25, -0.48, 0.88
acce, -0.24, -0.48, 0.84
acce, -0.25, -0.47, 0.80
acce, -0.28, -0.47, 0.78
acce, -0.31, -0.47, 0.81
acce, -0.33, -0.47, 0.81
acce, -0.32, -0.50, 0.82
acce, -0.29, -0.51, 0.77
acce, -0.29, -0.52, 0.76
acce, -0.29, -0.52, 0.75
acce, -0.27, -0.53, 0.73
acce, -0.26, -0.49, 0.70
acce, -0.24, -0.52, 0.78
acce, -0.23, -0.55, 0.85
acce, -0.21, -0.58, 0.89
acce, -0.23, -0.61, 0.85
acce, -0.30, -0.63, 0.85
acce, -0.34, -0.63, 0.85
acce, -0.36, -0.61, 0.76
acce, -0.37, -0.59, 0.72
acce, -0.40, -0.60, 0.71
acce, -0.42, -0.60, 0.69
acce, -0.40, -0.64, 0.74
acce, -0.40, -0.66, 0.78
acce, -0.44, -0.68, 0.82
acce, -0.45, -0.69, 0.84
acce, -0.47, -0.70, 0.86
acce, -0.48, -0.70, 0.87
acce, -0.45, -0.70, 0.84
acce, -0.40, -0.69, 0.80
acce, -0.37, -0.68, 0.76
acce, -0.35, -0.66, 0.76
acce, -0.28, -0.64, 0.76
acce, -0.27, -0.66, 0.79
acce, -0.27, -0.66, 0.80
acce, -0.31, -0.66, 0.76
acce, -0.30, -0.66, 0.73
acce, -0.27, -0.67, 0.74
acce, -0.25, -0.68, 0.76
acce, -0.26, -0.71, 0.80
acce, -0.25, -0.73, 0.86
acce, -0.26, -0.75, 0.90
acce, -0.27, -0.76, 0.94
acce, -0.29, -0.75, 0.94
acce, -0.32, -0.75, 0.88
acce, -0.37, -0.73, 0.81
acce, -0.34, -0.72, 0.76
acce, -0.33, -0.71, 0.77
