acce, 0.20, -0.19, 0.98
acce, 0.21, -0.20, 0.97
acce, 0.23, -0.19, 0.99
acce, 0.24, -0.20, 1.02
acce, 0.24, -0.21, 1.04
acce, 0.24, -0.21, 1.04
acce, 0.23, -0.20, 1.03
acce, 0.21, -0.20, 1.02
acce, 0.21, -0.20, 1.01
acce, 0.20, -0.21, 1.01
acce, 0.19, -0.21, 1.01
acce, 0.20, -0.21, 1.01
acce, 0.20, -0.20, 1.01
acce, 0.19, -0.20, 1.01
acce, 0.20, -0.20, 1.02
acce, 0.21, -0.21, 1.00
acce, 0.20, -0.21, 1.02
acce, 0.22, -0.21, 1.03
acce, 0.21, -0.20, 1.03
acce, 0.21, -0.20, 1.02
acce, 0.20, -0.20, 1.01
acce, 0.20, -0.19, 0.99
acce, 0.19, -0.18, 0.97
acce, 0.18, -0.19, 0.97
acce, 0.17, -0.19, 0.99
acce, 0.20, -0.20, 1.02
acce, 0.21, -0.21, 1.06
acce, 0.21, -0.20, 1.06
acce, 0.20, -0.19, 1.04
acce, 0.21, -0.18, 1.06
acce, 0.22, -0.19, 1.08
acce, 0.23, -0.21, 1.07
acce, 0.24, -0.20, 1.02
acce, 0.25, -0.20, 1.01
acce, 0.22, -0.21, 0.99
acce, 0.20, -0.21, 0.96
acce, 0.14, -0.22, 0.97
acce, 0.22, -0.21, 0.97
acce, 0.16, -0.21, 0.99
acce, 0.17, -0.20, 1.00
acce, 0.19, -0.23, 1.05
acce, 0.20, -0.24, 1.08
acce, 0.22, -0.25, 1.13
acce, 0.24, -0.26, 1.13
acce, 0.22, -0.23, 1.09
acce, 0.19, -0.22, 1.09
acce, 0.19, -0.25, 1.14
acce, 0.22, -0.27, 1.18
acce, 0.23, -0.28, 1.21
acce, 0.26, -0.29, 1.27
acce, 0.30, -0.30, 1.33
acce, 0.26, -0.30, 1.34
acce, 0.28, -0.32, 1.36
acce, 0.26, -0.31, 1.37
acce, 0.25, -0.29, 1.37
acce, 0.28, -0.28, 1.33
acce, 0.30, -0.28, 1.32
acce, 0.33, -0.29, 1.33
acce, 0.32, -0.29, 1.37
acce, 0.35, -0.29, 1.37
acce, 0.36, -0.29, 1.39
acce, 0.31, -0.28, 1.40
acce, 0.28, -0.28, 1.37
acce, 0.24, -0.29, 1.34
acce, 0.24, -0.25, 1.36
acce, 0.25, -0.26, 1.34
acce, 0.23, -0.23, 1.29
acce, 0.23, -0.23, 1.30
acce, 0.25, -0.24, 1.30
acce, 0.29, -0.23, 1.27
acce, 0.28, -0.24, 1.23
acce, 0.30, -0.20, 1.20
acce, 0.27, -0.18, 1.19
acce, 0.28, -0.17, 1.18
acce, 0.23, -0.13, 1.15
acce, 0.23, -0.12, 1.14
acce, 0.24, -0.11, 1.13
acce, 0.24, -0.11, 1.16
acce, 0.28, -0.09, 1.19
acce, 0.28, -0.11, 1.17
acce, 0.25, -0.09, 1.14
acce, 0.18, -0.07, 1.15
acce, 0.18, -0.07, 1.12
acce, 0.18, -0.04, 1.12
acce, 0.16, -0.05, 1.11
acce, 0.14, -0.03, 1.06
acce, 0.17, 0.00, 1.06
acce, 0.19, 0.03, 1.03
acce, 0.21, 0.03, 1.02
acce, 0.22, 0.04, 1.01
acce, 0.26, 0.07, 1.01
acce, 0.26, 0.07, 1.03
acce, 0.29, 0.09, 1.01
acce, 0.29, 0.10, 1.02
acce, 0.30, 0.06, 1.04
acce, 0.31, 0.08, 1.06
acce, 0.30, 0.09, 1.04
acce, 0.25, 0.11, 0.97
acce, 0.22, 0.13, 0.96
acce, 0.19, 0.13, 0.89
acce, 0.19, 0.14, 0.85
acce, 0.20, 0.19, 0.92
acce, 0.21, 0.18, 0.91
acce, 0.22, 0.18, 0.88
acce, 0.22, 0.19, 0.87
acce, 0.22, 0.23, 0.89
acce, 0.27, 0.24, 0.92
acce, 0.22, 0.23, 0.87
acce, 0.21, 0.27, 0.87
acce, 0.20, 0.27, 0.85
acce, 0.20, 0.28, 0.85
acce, 0.24, 0.27, 0.84
acce, 0.22, 0.28, 0.87
acce, 0.24, 0.30, 0.93
acce, 0.28, 0.29, 0.93
acce, 0.31, 0.30, 0.93
acce, 0.26, 0.33, 0.91
acce, 0.25, 0.31, 0.87
acce, 0.21, 0.35, 0.85
acce, 0.22, 0.35, 0.85
acce, 0.24, 0.36, 0.83
acce, 0.22, 0.37, 0.80
acce, 0.19, 0.38, 0.75
acce, 0.19, 0.39, 0.79
acce, 0.11, 0.39, 0.79
acce, 0.08, 0.39, 0.85
acce, 0.10, 0.37, 0.82
acce, 0.12, 0.41, 0.78
acce, 0.12, 0.46, 0.75
acce, 0.11, 0.48, 0.71
acce, 0.05, 0.48, 0.65
acce, 0.06, 0.48, 0.65
acce, 0.08, 0.48, 0.70
acce, 0.04, 0.51, 0.74
acce, 0.07, 0.51, 0.67
acce, 0.13, 0.52, 0.58
acce, 0.10, 0.54, 0.65
acce, 0.14, 0.54, 0.68
acce, 0.15, 0.60, 0.72
acce, 0.18, 0.64, 0.63
acce, 0.15, 0.66, 0.60
acce, 0.10, 0.66, 0.57
acce, 0.08, 0.71, 0.52
acce, 0.02, 0.75, 0.51
acce, -0.04, 0.78, 0.47
acce, -0.12, 0.78, 0.47
acce, -0.17, 0.76, 0.49
acce, -0.14, 0.77, 0.49
acce, -0.09, 0.73, 0.52
acce, 0.04, 0.71, 0.59
acce, 0.07, 0.71, 0.63
acce, 0.08, 0.69, 0.64
acce, 0.07, 0.69, 0.64
acce, 0.10, 0.69, 0.65
acce, 0.07, 0.70, 0.66
acce, 0.05, 0.72, 0.64
acce, 0.04, 0.73, 0.63
acce, 0.05, 0.73, 0.64
acce, 0.04, 0.76, 0.59
acce, -0.01, 0.77, 0.58
acce, -0.03, 0.76, 0.60
acce, -0.05, 0.71, 0.64
acce, -0.06, 0.69, 0.66
acce, -0.03, 0.65, 0.66
acce, 0.02, 0.64, 0.67
acce, 0.06, 0.59, 0.73
acce, 0.08, 0.53, 0.74
acce, 0.08, 0.49, 0.79
acce, 0.08, 0.45, 0.82
acce, 0.10, 0.43, 0.83
acce, 0.10, 0.40, 0.85
acce, 0.11, 0.36, 0.87
acce, 0.12, 0.34, 0.85
acce, 0.11, 0.35, 0.86
acce, 0.12, 0.35, 0.86
acce, 0.16, 0.34, 0.87
acce, 0.19, 0.31, 0.91
acce, 0.19, 0.28, 0.91
acce, 0.16, 0.28, 0.86
acce, 0.13, 0.32, 0.81
acce, 0.15, 0.35, 0.80
acce, 0.17, 0.34, 0.83
acce, 0.23, 0.27, 0.88
acce, 0.29, 0.21, 0.99
acce, 0.33, 0.20, 1.01
acce, 0.35, 0.17, 1.04
acce, 0.35, 0.10, 1.04
acce, 0.31, 0.09, 1.00
acce, 0.25, 0.09, 0.99
